"행정구역","2022년08월_총인구수","2022년08월_세대수","2022년08월_세대당 인구","2022년08월_남자 인구수","2022년08월_여자 인구수","2022년08월_남여 비율"
"경기도 성남시 수정구 위례동(4113162500)","45,162","18,038","          2.50","22,032","23,130","          0.95"
"경기도 성남시 수정구 신촌동(4113163000)","4,654","2,040","          2.28","2,490","2,164","          1.15"
"경기도 성남시 수정구 고등동(4113164000)","10,641","4,706","          2.26","5,276","5,365","          0.98"
"경기도 성남시 수정구 시흥동(4113165000)","3,213","1,775","          1.81","1,684","1,529","          1.10"
"경기도 성남시 중원구 (4113300000)","206,386","99,056","          2.08","104,530","101,856","          1.03"
"경기도 성남시 중원구 성남동(4113351000)","33,638","18,548","          1.81","17,518","16,120","          1.09"
"경기도 성남시 중원구 중앙동(4113352500)","11,498","5,608","          2.05","6,029","5,469","          1.10"
"경기도 성남시 중원구 금광1동(4113353000)","6,566","3,246","          2.02","3,374","3,192","          1.06"
"경기도 성남시 중원구 금광2동(4113354000)","25,634","12,438","          2.06","12,622","13,012","          0.97"
"경기도 성남시 중원구 은행1동(4113355000)","10,199","4,536","          2.25","5,031","5,168","          0.97"
"경기도 성남시 중원구 은행2동(4113356000)","23,485","11,196","          2.10","11,611","11,874","          0.98"
"경기도 성남시 중원구 상대원1동(4113357000)","25,106","12,239","          2.05","13,054","12,052","          1.08"
"경기도 성남시 중원구 상대원2동(4113358000)","10,835","5,641","          1.92","5,653","5,182","          1.09"
"경기도 성남시 중원구 상대원3동(4113359000)","12,217","6,554","          1.86","6,375","5,842","          1.09"
"경기도 성남시 중원구 하대원동(4113366000)","20,158","8,256","          2.44","10,167","9,991","          1.02"
"경기도 성남시 중원구 도촌동(4113367000)","27,050","10,794","          2.51","13,096","13,954","          0.94"
"경기도 성남시 분당구 (4113500000)","483,644","195,494","          2.47","234,495","249,149","          0.94"
"경기도 성남시 분당구 분당동(4113551000)","25,516","10,304","          2.48","12,533","12,983","          0.97"
"경기도 성남시 분당구 수내1동(4113552000)","17,960","7,830","          2.29","8,520","9,440","          0.90"
"경기도 성남시 분당구 수내2동(4113553000)","10,394","3,194","          3.25","5,064","5,330","          0.95"
"경기도 성남시 분당구 수내3동(4113554000)","13,645","5,236","          2.61","6,820","6,825","          1.00"
"경기도 성남시 분당구 정자동(4113554500)","19,151","8,251","          2.32","9,622","9,529","          1.01"
"경기도 성남시 분당구 정자1동(4113555000)","30,232","13,987","          2.16","14,258","15,974","          0.89"
"경기도 성남시 분당구 정자2동(4113556000)","15,017","7,441","          2.02","7,098","7,919","          0.90"
"경기도 성남시 분당구 정자3동(4113557000)","17,057","6,700","          2.55","8,257","8,800","          0.94"
"경기도 성남시 분당구 서현1동(4113558000)","31,551","12,728","          2.48","15,306","16,245","          0.94"
"경기도 성남시 분당구 서현2동(4113559000)","18,053","6,705","          2.69","8,927","9,126","          0.98"
"경기도 성남시 분당구 이매1동(4113560000)","25,087","9,045","          2.77","12,278","12,809","          0.96"
"경기도 성남시 분당구 이매2동(4113561000)","13,251","4,462","          2.97","6,449","6,802","          0.95"
"경기도 성남시 분당구 야탑1동(4113562000)","17,114","7,664","          2.23","8,459","8,655","          0.98"
"경기도 성남시 분당구 야탑2동(4113563000)","16,194","6,124","          2.64","7,680","8,514","          0.90"
"경기도 성남시 분당구 야탑3동(4113564000)","27,795","12,885","          2.16","13,683","14,112","          0.97"
"경기도 성남시 분당구 판교동(4113565000)","26,498","9,044","          2.93","13,030","13,468","          0.97"
"경기도 성남시 분당구 삼평동(4113565500)","24,406","9,133","          2.67","11,820","12,586","          0.94"
"경기도 성남시 분당구 백현동(4113565700)","26,781","10,231","          2.62","12,916","13,865","          0.93"
"경기도 성남시 분당구 금곡동(4113566200)","27,598","12,227","          2.26","12,979","14,619","          0.89"
"경기도 성남시 분당구 구미1동(4113566500)","16,909","7,220","          2.34","8,169","8,740","          0.93"
"경기도 성남시 분당구 구미동(4113567000)","30,314","13,189","          2.30","14,406","15,908","          0.91"
"경기도 성남시 분당구 운중동(4113568000)","33,121","11,894","          2.78","16,221","16,900","          0.96"
"경기도 의정부시 (4115000000)","464,310","208,680","          2.22","228,406","235,904","          0.97"
"경기도 의정부시 의정부1동(4115051000)","35,295","21,544","          1.64","18,021","17,274","          1.04"
"경기도 의정부시 의정부2동(4115052000)","30,854","16,358","          1.89","15,307","15,547","          0.98"
"경기도 의정부시 호원1동(4115054500)","35,522","15,527","          2.29","17,261","18,261","          0.95"
"경기도 의정부시 호원2동(4115055500)","34,108","13,608","          2.51","16,431","17,677","          0.93"
"경기도 의정부시 장암동(4115056100)","19,744","8,459","          2.33","9,443","10,301","          0.92"
"경기도 의정부시 신곡1동(4115056700)","41,231","17,462","          2.36","20,209","21,022","          0.96"
"경기도 의정부시 신곡2동(4115056800)","46,839","19,303","          2.43","22,662","24,177","          0.94"
"경기도 의정부시 송산1동(4115057300)","48,327","21,099","          2.29","24,005","24,322","          0.99"
"경기도 의정부시 송산2동(4115057600)","32,940","13,277","          2.48","16,263","16,677","          0.98"
"경기도 의정부시 송산3동(4115057800)","46,470","18,124","          2.56","22,521","23,949","          0.94"
"경기도 의정부시 자금동(4115058000)","26,894","12,158","          2.21","13,145","13,749","          0.96"
"경기도 의정부시 가능동(4115059500)","25,497","12,564","          2.03","12,749","12,748","          1.00"
"경기도 의정부시 흥선동(4115061500)","19,468","9,678","          2.01","9,904","9,564","          1.04"
"경기도 의정부시 녹양동(4115062000)","21,121","9,519","          2.22","10,485","10,636","          0.99"
"경기도 안양시 (4117000000)","548,938","227,886","          2.41","271,203","277,735","          0.98"
"경기도 안양시 만안구 (4117100000)","234,083","102,424","          2.29","116,942","117,141","          1.00"
"경기도 안양시 만안구 안양1동(4117151000)","12,217","5,178","          2.36","6,089","6,128","          0.99"
"경기도 안양시 만안구 안양2동(4117152000)","21,187","10,125","          2.09","10,623","10,564","          1.01"
"경기도 안양시 만안구 안양3동(4117153000)","16,299","7,507","          2.17","8,083","8,216","          0.98"
"경기도 안양시 만안구 안양4동(4117154000)","6,922","3,629","          1.91","3,466","3,456","          1.00"
"경기도 안양시 만안구 안양5동(4117155000)","10,244","4,969","          2.06","5,090","5,154","          0.99"
"경기도 안양시 만안구 안양6동(4117156000)","26,780","12,677","          2.11","13,626","13,154","          1.04"
"경기도 안양시 만안구 안양7동(4117157000)","15,127","5,767","          2.62","7,407","7,720","          0.96"
"경기도 안양시 만안구 안양8동(4117158000)","8,944","4,521","          1.98","4,616","4,328","          1.07"
"경기도 안양시 만안구 안양9동(4117158100)","17,008","7,244","          2.35","8,361","8,647","          0.97"
"경기도 안양시 만안구 석수1동(4117159000)","19,078","7,521","          2.54","9,383","9,695","          0.97"
"경기도 안양시 만안구 석수2동(4117160000)","30,862","12,789","          2.41","15,436","15,426","          1.00"
"경기도 안양시 만안구 석수3동(4117161000)","12,884","5,523","          2.33","6,492","6,392","          1.02"
"경기도 안양시 만안구 박달1동(4117162100)","14,662","7,023","          2.09","7,372","7,290","          1.01"
"경기도 안양시 만안구 박달2동(4117163000)","21,869","7,951","          2.75","10,898","10,971","          0.99"
"경기도 안양시 동안구 (4117300000)","314,855","125,462","          2.51","154,261","160,594","          0.96"
"경기도 안양시 동안구 비산1동(4117351000)","27,670","10,220","          2.71","13,524","14,146","          0.96"
"경기도 안양시 동안구 비산2동(4117352000)","14,634","5,192","          2.82","7,152","7,482","          0.96"
"경기도 안양시 동안구 비산3동(4117353000)","11,949","5,388","          2.22","6,002","5,947","          1.01"
"경기도 안양시 동안구 부흥동(4117354000)","16,662","6,352","          2.62","7,947","8,715","          0.91"
"경기도 안양시 동안구 달안동(4117354600)","10,274","5,451","          1.88","4,640","5,634","          0.82"
"경기도 안양시 동안구 관양1동(4117355000)","34,914","15,658","          2.23","17,012","17,902","          0.95"
"경기도 안양시 동안구 관양2동(4117356000)","18,695","8,807","          2.12","9,512","9,183","          1.04"
"경기도 안양시 동안구 부림동(4117356600)","26,304","12,223","          2.15","12,748","13,556","          0.94"
"경기도 안양시 동안구 평촌동(4117357000)","14,307","4,957","          2.89","7,016","7,291","          0.96"
"경기도 안양시 동안구 평안동(4117357600)","23,172","8,092","          2.86","11,302","11,870","          0.95"
"경기도 안양시 동안구 귀인동(4117357800)","16,427","5,135","          3.20","8,120","8,307","          0.98"
"경기도 안양시 동안구 호계1동(4117358000)","18,144","7,049","          2.57","9,134","9,010","          1.01"
"경기도 안양시 동안구 호계2동(4117359000)","19,379","7,628","          2.54","9,550","9,829","          0.97"
"경기도 안양시 동안구 호계3동(4117360000)","23,329","8,989","          2.60","11,665","11,664","          1.00"
"경기도 안양시 동안구 범계동(4117361000)","15,524","5,870","          2.64","7,455","8,069","          0.92"
"경기도 안양시 동안구 신촌동(4117362000)","12,631","4,502","          2.81","6,213","6,418","          0.97"
"경기도 안양시 동안구 갈산동(4117363000)","10,840","3,949","          2.74","5,269","5,571","          0.95"
"경기도 부천시 (4119000000)","796,575","346,565","          2.30","394,605","401,970","          0.98"
"경기도 부천시 심곡동(4119060300)","62,784","33,547","          1.87","32,006","30,778","          1.04"
"경기도 부천시 부천동(4119060600)","88,393","39,179","          2.26","44,112","44,281","          1.00"
"경기도 부천시 중동(4119061000)","40,497","17,523","          2.31","19,950","20,547","          0.97"
"경기도 부천시 신중동(4119074200)","129,501","55,126","          2.35","62,474","67,027","          0.93"
"경기도 부천시 상동(4119074400)","84,058","31,073","          2.71","41,279","42,779","          0.96"
